City,Country,Order Date,Product,Region,Segment,Ship Mode,State,Profit/Loss,Sales,Sl.No
Ananthpur,INDIA,30-06-2018,Sport Wear,South,Fashion,Home Delivery,Andra Pradesh,1117,6720,413
Ahmedabad,INDIA,30-06-2018,Foot Wear,North,Fashion,Home Delivery,Gujrat,95,1428,414
Guwahati,INDIA,29-10-2018,Foot Wear,North,Fashion,Take Away,Assam,1329,7476,415
Bangalore,INDIA,29-10-2018,Sport Wear,South,Fashion,Take Away,Karnataka,3070,85344,416
Bubneshwar,INDIA,07-05-2017,Sport Wear,Central,Fashion,Take Away,Orissa,1066,3612,417
Bangalore,INDIA,07-05-2017,Accessories,South,Fashion,Take Away,Karnataka,1028,3444,418
Ananthpur,INDIA,07-05-2017,Western Wear,South,Fashion,Take Away,Andra Pradesh,1494,6720,419
Bubneshwar,INDIA,14-08-2017,Sport Wear,Central,Fashion,Take Away,Orissa,33,1848,420
Agra,INDIA,14-08-2017,Accessories,North,Fashion,Take Away,Madhya Pradesh,1432,2100,421
Noida,INDIA,02-02-2015,Sleep Wear,North,Fashion,Home Delivery,Uttar Pradesh,1040,49056,422
Chennai,INDIA,02-02-2015,Accessories,South,Fashion,Take Away,Tamil Nadu,1234,7224,423
Bangalore,INDIA,02-02-2015,Accessories,South,Fashion,Home Delivery,Karnataka,43,1092,424
Gurgaon,INDIA,12-08-2018,Ethnic Wear,North,Fashion,Take Away,Haryana,27,756,425
Ahmedabad,INDIA,12-08-2018,Accessories,North,Fashion,Take Away,Gujrat,72,1932,426
Asansol,INDIA,21-08-2017,Western Wear,North,Fashion,Take Away,West Bengal,1087,4536,427
Hydrabad,INDIA,21-08-2017,Western Wear,South,Fashion,Home Delivery,Telagana,1197,2184,428
Ludhiyana,INDIA,13-03-2017,Sleep Wear,North,Fashion,Take Away,Punjab,1001,4788,429
Pune,INDIA,13-03-2017,Western Wear,Central,Fashion,Take Away,Maharastra,1212,20328,430
Noida,INDIA,30-12-2016,Sport Wear,North,Fashion,Take Away,Uttar Pradesh,1089,30660,431
Udaipur,INDIA,09-08-2017,Accessories,North,Fashion,Take Away,Rajasthan,1136,4788,432
Agra,INDIA,01-08-2018,Western Wear,North,Fashion,Take Away,Madhya Pradesh,1378,11004,433
Asansol,INDIA,05-08-2016,Accessories,North,Fashion,Take Away,West Bengal,1047,12600,434
Jamshedpur,INDIA,05-08-2016,Foot Wear,North,Fashion,Home Delivery,Jharkhand,45,1428,435
Bubneshwar,INDIA,05-08-2016,Western Wear,Central,Fashion,Take Away,Orissa,1036,6636,436
Ananthpur,INDIA,05-08-2016,Foot Wear,South,Fashion,Take Away,Andra Pradesh,69,756,437
Dibrugarh,INDIA,05-08-2016,Ethnic Wear,North,Fashion,Home Delivery,Assam,1408,19068,438
Noida,INDIA,05-08-2016,Western Wear,North,Fashion,Take Away,Uttar Pradesh,1057,38808,439
Gurgaon,INDIA,20-03-2017,Sleep Wear,North,Fashion,Home Delivery,Haryana,2758,97104,440
Bangalore,INDIA,20-03-2017,Accessories,South,Fashion,Take Away,Karnataka,1480,17976,441
Bubneshwar,INDIA,02-06-2016,Foot Wear,Central,Fashion,Home Delivery,Orissa,1173,6636,442
Hydrabad,INDIA,02-06-2016,Sport Wear,South,Fashion,Take Away,Telagana,1291,26208,443
Jamshedpur,INDIA,20-01-2017,Sport Wear,North,Fashion,Home Delivery,Jharkhand,1218,15456,444
Agra,INDIA,20-01-2017,Sport Wear,North,Fashion,Take Away,Madhya Pradesh,13,1260,445
Gurgaon,INDIA,22-09-2015,Sleep Wear,North,Fashion,Home Delivery,Haryana,1403,3024,446
Dibrugarh,INDIA,11-07-2018,Accessories,North,Fashion,Take Away,Assam,1285,2520,447
Pune,INDIA,11-07-2018,Ethnic Wear,Central,Fashion,Take Away,Maharastra,2899,85932,448
Hydrabad,INDIA,11-07-2018,Western Wear,South,Fashion,Take Away,Telagana,1278,9072,449
Ananthpur,INDIA,17-08-2015,Sport Wear,South,Fashion,Take Away,Andra Pradesh,1425,4284,450
Kolkata,INDIA,31-05-2015,Accessories,North,Fashion,Take Away,West Bengal,10000,187236,451
Bubneshwar,INDIA,22-11-2017,Foot Wear,Central,Fashion,Take Away,Orissa,1300,17136,452
Kolkata,INDIA,09-08-2018,Ethnic Wear,North,Fashion,Take Away,West Bengal,1239,10584,453
Hydrabad,INDIA,09-08-2018,Accessories,South,Fashion,Home Delivery,Telagana,1220,21756,454
Ahmedabad,INDIA,02-06-2018,Ethnic Wear,North,Fashion,Take Away,Gujrat,50,1428,455
Agra,INDIA,02-06-2018,Sleep Wear,North,Fashion,Take Away,Madhya Pradesh,1380,6300,456
Chennai,INDIA,21-08-2017,Accessories,South,Fashion,Take Away,Tamil Nadu,1403,4116,457
Ludhiyana,INDIA,21-08-2017,Sleep Wear,North,Fashion,Home Delivery,Punjab,1448,45444,458
Bangalore,INDIA,21-08-2017,Foot Wear,South,Fashion,Take Away,Karnataka,1218,5040,459
Hydrabad,INDIA,21-08-2017,Sleep Wear,South,Fashion,Take Away,Telagana,1441,9492,460
Udaipur,INDIA,21-08-2017,Sport Wear,North,Fashion,Take Away,Rajasthan,1119,19152,461
Dibrugarh,INDIA,17-05-2018,Ethnic Wear,North,Fashion,Take Away,Assam,1073,13608,462
Jamshedpur,INDIA,08-06-2015,Accessories,North,Fashion,Take Away,Jharkhand,1178,12264,463
Udaipur,INDIA,16-08-2017,Western Wear,North,Fashion,Take Away,Rajasthan,1290,2184,464
Jamshedpur,INDIA,16-08-2017,Ethnic Wear,North,Fashion,Take Away,Jharkhand,1116,9240,465
Gurgaon,INDIA,16-08-2017,Western Wear,North,Fashion,Take Away,Haryana,1439,7224,466
Pune,INDIA,12-06-2017,Western Wear,Central,Fashion,Home Delivery,Maharastra,1013,6048,467
Gurgaon,INDIA,12-06-2017,Western Wear,North,Fashion,Home Delivery,Haryana,17,1680,468
Ludhiyana,INDIA,25-08-2016,Western Wear,North,Fashion,Take Away,Punjab,1289,15372,469
Pune,INDIA,25-08-2016,Ethnic Wear,Central,Fashion,Home Delivery,Maharastra,1393,5292,470
Jamshedpur,INDIA,25-08-2016,Sport Wear,North,Fashion,Take Away,Jharkhand,1311,4872,471
Hydrabad,INDIA,25-08-2016,Western Wear,South,Fashion,Take Away,Telagana,1069,7476,472
Bangalore,INDIA,25-08-2016,Western Wear,South,Fashion,Take Away,Karnataka,1136,7308,473
Udaipur,INDIA,21-03-2017,Accessories,North,Fashion,Take Away,Rajasthan,1217,2352,474
Ahmedabad,INDIA,01-12-2016,Foot Wear,North,Fashion,Take Away,Gujrat,1032,4536,475
Ludhiyana,INDIA,01-12-2016,Ethnic Wear,North,Fashion,Home Delivery,Punjab,1316,4788,476
Dibrugarh,INDIA,01-12-2016,Sport Wear,North,Fashion,Take Away,Assam,1098,29400,477
Ananthpur,INDIA,21-11-2018,Western Wear,South,Fashion,Take Away,Andra Pradesh,1072,4200,478
Agra,INDIA,21-11-2018,Accessories,North,Fashion,Home Delivery,Madhya Pradesh,1163,36372,479
Chennai,INDIA,03-11-2016,Ethnic Wear,South,Fashion,Take Away,Tamil Nadu,1105,6720,480
Dibrugarh,INDIA,26-11-2017,Sport Wear,North,Fashion,Take Away,Assam,1147,7224,481
Kolkata,INDIA,26-11-2017,Ethnic Wear,North,Fashion,Home Delivery,West Bengal,1003,4368,482
Pune,INDIA,26-11-2017,Sleep Wear,Central,Fashion,Home Delivery,Maharastra,24,756,483
Bangalore,INDIA,11-09-2018,Accessories,South,Fashion,Take Away,Karnataka,1490,2772,484
Agra,INDIA,11-09-2018,Foot Wear,North,Fashion,Take Away,Madhya Pradesh,1186,21756,485
Agra,INDIA,11-09-2018,Sport Wear,North,Fashion,Take Away,Madhya Pradesh,4807,136248,486
Ananthpur,INDIA,10-06-2018,Sleep Wear,South,Fashion,Take Away,Andra Pradesh,3361,70644,487
Chennai,INDIA,04-11-2017,Western Wear,South,Fashion,Take Away,Tamil Nadu,1299,3948,488
Ahmedabad,INDIA,29-12-2016,Sport Wear,North,Fashion,Take Away,Gujrat,1382,14112,489
Noida,INDIA,24-03-2016,Sport Wear,North,Fashion,Take Away,Uttar Pradesh,1248,2688,490
Chennai,INDIA,24-03-2016,Sleep Wear,South,Fashion,Take Away,Tamil Nadu,1252,13188,491
Bubneshwar,INDIA,13-09-2015,Accessories,Central,Fashion,Take Away,Orissa,2865,65268,492
Bangalore,INDIA,06-08-2018,Sport Wear,South,Fashion,Take Away,Karnataka,4579,129948,493
Jamshedpur,INDIA,24-04-2016,Ethnic Wear,North,Fashion,Take Away,Jharkhand,1354,34860,494
Kolkata,INDIA,14-01-2018,Ethnic Wear,North,Fashion,Home Delivery,West Bengal,1116,2856,495
Kolkata,INDIA,26-12-2016,Western Wear,North,Fashion,Take Away,West Bengal,1067,38892,496
Agra,INDIA,26-12-2016,Western Wear,North,Fashion,Take Away,Madhya Pradesh,1022,19068,497
Chennai,INDIA,26-12-2016,Western Wear,South,Fashion,Take Away,Tamil Nadu,1308,42420,498
Bangalore,INDIA,26-12-2016,Ethnic Wear,South,Fashion,Home Delivery,Karnataka,1457,8148,499
Jamshedpur,INDIA,26-12-2016,Ethnic Wear,North,Fashion,Take Away,Jharkhand,1137,10920,500
Gurgaon,INDIA,14-04-2018,Ethnic Wear,North,Fashion,Take Away,Haryana,10000,177408,501
Bubneshwar,INDIA,29-06-2015,Ethnic Wear,Central,Fashion,Take Away,Orissa,27,1596,502
Ahmedabad,INDIA,29-06-2015,Foot Wear,North,Fashion,Take Away,Gujrat,1090,3696,503
Bubneshwar,INDIA,18-06-2018,Western Wear,Central,Fashion,Take Away,Orissa,96,1428,504
Hydrabad,INDIA,18-06-2018,Western Wear,South,Fashion,Take Away,Telagana,1334,5040,505
Pune,INDIA,18-06-2018,Western Wear,Central,Fashion,Take Away,Maharastra,1498,10500,506
Dibrugarh,INDIA,16-02-2018,Western Wear,North,Fashion,Take Away,Assam,1077,18228,507
Gurgaon,INDIA,16-02-2018,Sleep Wear,North,Fashion,Take Away,Haryana,1253,3528,508
Dibrugarh,INDIA,21-04-2016,Sleep Wear,North,Fashion,Take Away,Assam,1309,4032,509
Dibrugarh,INDIA,21-04-2016,Sport Wear,North,Fashion,Take Away,Assam,1463,16968,510
Chennai,INDIA,10-09-2017,Western Wear,South,Fashion,Take Away,Tamil Nadu,92,1596,511
Jamshedpur,INDIA,10-09-2017,Sleep Wear,North,Fashion,Take Away,Jharkhand,1150,18480,512
Surat,INDIA,10-09-2017,Ethnic Wear,North,Fashion,Take Away,Gujrat,1266,3444,513
Pune,INDIA,11-10-2016,Western Wear,Central,Fashion,Home Delivery,Maharastra,1127,7896,514
Ludhiyana,INDIA,06-08-2018,Sleep Wear,North,Fashion,Take Away,Punjab,1266,4956,515
Ananthpur,INDIA,06-08-2018,Western Wear,South,Fashion,Take Away,Andra Pradesh,1169,14952,516
Bangalore,INDIA,04-08-2018,Ethnic Wear,South,Fashion,Take Away,Karnataka,1314,6300,517
Udaipur,INDIA,16-07-2018,Sport Wear,North,Fashion,Home Delivery,Rajasthan,85,588,518
Chennai,INDIA,16-07-2018,Sport Wear,South,Fashion,Take Away,Tamil Nadu,1467,5460,519
Pune,INDIA,24-07-2016,Accessories,Central,Fashion,Take Away,Maharastra,1244,34608,520
Surat,INDIA,24-07-2016,Sport Wear,North,Fashion,Take Away,Gujrat,1141,8232,521
Gurgaon,INDIA,24-07-2016,Western Wear,North,Fashion,Home Delivery,Haryana,1288,7812,522
Surat,INDIA,04-08-2015,Accessories,North,Fashion,Take Away,Gujrat,1340,32508,523
Gurgaon,INDIA,07-02-2015,Ethnic Wear,North,Fashion,Home Delivery,Haryana,1098,2604,524
Pune,INDIA,16-12-2017,Sleep Wear,Central,Fashion,Take Away,Maharastra,1424,4536,525
Vizak,INDIA,11-12-2018,Western Wear,South,Fashion,Take Away,Telagana,1412,20244,526
Agra,INDIA,11-12-2018,Ethnic Wear,North,Fashion,Take Away,Madhya Pradesh,1167,4452,527
Surat,INDIA,11-12-2018,Western Wear,North,Fashion,Take Away,Gujrat,1011,3192,528
Udaipur,INDIA,11-12-2018,Foot Wear,North,Fashion,Home Delivery,Rajasthan,4806,122808,529
Dibrugarh,INDIA,19-12-2017,Foot Wear,North,Fashion,Take Away,Assam,1005,5964,530
Gurgaon,INDIA,30-07-2018,Ethnic Wear,North,Fashion,Take Away,Haryana,1364,25032,531
Dibrugarh,INDIA,30-07-2018,Sport Wear,North,Fashion,Take Away,Assam,1115,22008,532
Chennai,INDIA,30-07-2018,Western Wear,South,Fashion,Home Delivery,Tamil Nadu,1355,20664,533
Kolkata,INDIA,02-09-2018,Ethnic Wear,North,Fashion,Take Away,West Bengal,3495,89796,534
Agra,INDIA,01-03-2016,Foot Wear,North,Fashion,Take Away,Madhya Pradesh,1276,3612,535
Vizak,INDIA,16-04-2017,Sleep Wear,South,Fashion,Take Away,Telagana,3063,76440,536
Dibrugarh,INDIA,16-04-2017,Ethnic Wear,North,Fashion,Take Away,Assam,1457,4452,537
Ludhiyana,INDIA,11-09-2018,Sport Wear,North,Fashion,Take Away,Punjab,2797,60396,538
Pune,INDIA,11-09-2018,Sleep Wear,Central,Fashion,Take Away,Maharastra,1000,4788,539
Jamshedpur,INDIA,05-12-2018,Sport Wear,North,Fashion,Home Delivery,Jharkhand,1105,2184,540
Gurgaon,INDIA,19-08-2018,Sport Wear,North,Fashion,Take Away,Haryana,1184,7980,541
Pune,INDIA,30-03-2016,Ethnic Wear,Central,Fashion,Take Away,Maharastra,1144,41496,542
Agra,INDIA,18-01-2016,Sleep Wear,North,Fashion,Take Away,Madhya Pradesh,1322,14364,543
Udaipur,INDIA,27-06-2018,Accessories,North,Fashion,Take Away,Rajasthan,1335,4032,544
Ananthpur,INDIA,09-06-2018,Foot Wear,South,Fashion,Home Delivery,Andra Pradesh,1404,5124,545
Ludhiyana,INDIA,09-06-2018,Western Wear,North,Fashion,Take Away,Punjab,1359,22428,546
Udaipur,INDIA,09-06-2018,Western Wear,North,Fashion,Take Away,Rajasthan,1353,12264,547
Ludhiyana,INDIA,18-12-2017,Western Wear,North,Fashion,Home Delivery,Punjab,1454,14112,548
Agra,INDIA,18-12-2017,Ethnic Wear,North,Fashion,Take Away,Madhya Pradesh,1103,28056,549
Jamshedpur,INDIA,18-12-2017,Western Wear,North,Fashion,Home Delivery,Jharkhand,1312,43764,550
Agra,INDIA,12-07-2017,Ethnic Wear,North,Fashion,Take Away,Madhya Pradesh,1134,5796,551
Kolkata,INDIA,12-07-2017,Ethnic Wear,North,Fashion,Take Away,West Bengal,1108,24948,552
Pune,INDIA,12-07-2017,Accessories,Central,Fashion,Take Away,Maharastra,1333,40992,553
Jamshedpur,INDIA,12-07-2017,Western Wear,North,Fashion,Home Delivery,Jharkhand,1490,41916,554
Surat,INDIA,12-07-2017,Foot Wear,North,Fashion,Take Away,Gujrat,1497,7476,555
Udaipur,INDIA,12-07-2017,Western Wear,North,Fashion,Take Away,Rajasthan,1207,2520,556
Jamshedpur,INDIA,12-07-2017,Sleep Wear,North,Fashion,Take Away,Jharkhand,2638,60732,557
Ananthpur,INDIA,12-07-2017,Sleep Wear,South,Fashion,Take Away,Andra Pradesh,1462,11172,558
Bangalore,INDIA,24-08-2016,Ethnic Wear,South,Fashion,Home Delivery,Karnataka,1002,6552,559
Vizak,INDIA,18-05-2017,Sleep Wear,South,Fashion,Home Delivery,Telagana,62,1680,560
Bangalore,INDIA,24-08-2016,Ethnic Wear,South,Fashion,Take Away,Karnataka,1246,12432,561
Ludhiyana,INDIA,07-11-2016,Western Wear,North,Fashion,Take Away,Punjab,1457,27300,562
Vizak,INDIA,04-09-2018,Sleep Wear,South,Fashion,Take Away,Telagana,1367,4368,563
Udaipur,INDIA,30-06-2016,Accessories,North,Fashion,Take Away,Rajasthan,88,1344,564
Chennai,INDIA,30-06-2016,Sport Wear,South,Fashion,Take Away,Tamil Nadu,1289,5376,565
Dibrugarh,INDIA,30-06-2016,Sport Wear,North,Fashion,Take Away,Assam,2727,64596,566
Chennai,INDIA,30-06-2016,Ethnic Wear,South,Fashion,Home Delivery,Tamil Nadu,1093,4452,567
Dibrugarh,INDIA,30-06-2016,Western Wear,North,Fashion,Take Away,Assam,1447,28896,568
Surat,INDIA,30-06-2016,Sport Wear,North,Fashion,Home Delivery,Gujrat,1209,4704,569
Noida,INDIA,30-06-2016,Foot Wear,North,Fashion,Take Away,Uttar Pradesh,1050,12852,570
Gurgaon,INDIA,06-03-2016,Sport Wear,North,Fashion,Take Away,Haryana,1067,11508,571
Bubneshwar,INDIA,06-03-2016,Sleep Wear,Central,Fashion,Take Away,Orissa,1142,9996,572
Bangalore,INDIA,11-10-2017,Sport Wear,South,Fashion,Take Away,Karnataka,2827,79548,573
Bubneshwar,INDIA,11-10-2017,Western Wear,Central,Fashion,Take Away,Orissa,1165,8568,574
Bubneshwar,INDIA,11-10-2017,Western Wear,Central,Fashion,Home Delivery,Orissa,1097,33264,575
Gurgaon,INDIA,22-12-2016,Sleep Wear,North,Fashion,Take Away,Haryana,10000,163968,576
Vizak,INDIA,22-12-2016,Sleep Wear,South,Fashion,Take Away,Telagana,4756,14448,577
Gurgaon,INDIA,22-12-2016,Western Wear,North,Fashion,Take Away,Haryana,5740,20916,578
Bangalore,INDIA,22-12-2016,Ethnic Wear,South,Fashion,Take Away,Karnataka,1640,10920,579
Udaipur,INDIA,12-06-2018,Accessories,North,Fashion,Take Away,Rajasthan,0,10584,580
Dibrugarh,INDIA,12-06-2018,Western Wear,North,Fashion,Take Away,Assam,1148,12936,581
Dibrugarh,INDIA,12-06-2018,Sport Wear,North,Fashion,Home Delivery,Assam,328,17472,582
Udaipur,INDIA,22-09-2016,Ethnic Wear,North,Fashion,Take Away,Rajasthan,3444,10584,583
Bubneshwar,INDIA,11-04-2016,Foot Wear,Central,Fashion,Take Away,Orissa,820,2016,584
Ananthpur,INDIA,18-08-2016,Western Wear,South,Fashion,Take Away,Andra Pradesh,5084,16884,585
Agra,INDIA,18-08-2016,Ethnic Wear,North,Fashion,Take Away,Madhya Pradesh,3116,7896,586
Agra,INDIA,18-08-2016,Ethnic Wear,North,Fashion,Take Away,Madhya Pradesh,820,7308,587
Ananthpur,INDIA,18-08-2018,Western Wear,South,Fashion,Take Away,Andra Pradesh,1394,15624,588
Ananthpur,INDIA,18-08-2018,Western Wear,South,Fashion,Home Delivery,Andra Pradesh,10004,20496,589
Ludhiyana,INDIA,18-08-2018,Sleep Wear,North,Fashion,Take Away,Punjab,82,1512,590
Chennai,INDIA,18-08-2018,Western Wear,South,Fashion,Take Away,Tamil Nadu,33210,99960,591
Jamshedpur,INDIA,18-08-2018,Sleep Wear,North,Fashion,Take Away,Jharkhand,820,3696,592
Bangalore,INDIA,21-03-2018,Accessories,South,Fashion,Take Away,Karnataka,2952,11340,593
Chennai,INDIA,05-12-2018,Sport Wear,South,Fashion,Home Delivery,Tamil Nadu,4592,106092,594
Pune,INDIA,10-01-2016,Western Wear,Central,Fashion,Take Away,Maharastra,1640,3696,595
Pune,INDIA,10-01-2016,Western Wear,Central,Fashion,Take Away,Maharastra,1476,5040,596
Udaipur,INDIA,10-01-2016,Western Wear,North,Fashion,Home Delivery,Rajasthan,5002,85848,597
Pune,INDIA,10-01-2016,Ethnic Wear,Central,Fashion,Take Away,Maharastra,3280,14280,598
Udaipur,INDIA,25-12-2017,Accessories,North,Fashion,Home Delivery,Rajasthan,820,2100,599
Gurgaon,INDIA,25-12-2017,Sleep Wear,North,Fashion,Take Away,Haryana,12874,33096,600
Udaipur,INDIA,25-12-2017,Western Wear,North,Fashion,Take Away,Rajasthan,492,8484,601
Udaipur,INDIA,08-03-2016,Sleep Wear,North,Fashion,Take Away,Rajasthan,1476,2268,602
Bangalore,INDIA,05-11-2018,Western Wear,South,Fashion,Take Away,Karnataka,2050,4200,603
Surat,INDIA,29-08-2018,Sleep Wear,North,Fashion,Home Delivery,Gujrat,15334,41328,604
Udaipur,INDIA,29-08-2018,Sport Wear,North,Fashion,Take Away,Rajasthan,4182,71568,605
Gurgaon,INDIA,09-09-2017,Western Wear,North,Fashion,Take Away,Haryana,5904,18984,606
Kolkata,INDIA,19-02-2017,Ethnic Wear,North,Fashion,Take Away,West Bengal,3936,8484,607
Surat,INDIA,19-02-2017,Sport Wear,North,Fashion,Home Delivery,Gujrat,164,2016,608
Dibrugarh,INDIA,19-02-2017,Foot Wear,North,Fashion,Home Delivery,Assam,2132,8652,609
Gurgaon,INDIA,19-02-2017,Western Wear,North,Fashion,Home Delivery,Haryana,8118,32676,610
Pune,INDIA,23-02-2016,Foot Wear,Central,Fashion,Take Away,Maharastra,2624,12348,611
Bubneshwar,INDIA,06-12-2018,Sleep Wear,Central,Fashion,Home Delivery,Orissa,6068,6216,612
Kolkata,INDIA,06-12-2018,Western Wear,North,Fashion,Home Delivery,West Bengal,0,3444,613
Udaipur,INDIA,06-12-2018,Western Wear,North,Fashion,Take Away,Rajasthan,1312,2352,614
Jamshedpur,INDIA,06-12-2018,Western Wear,North,Fashion,Take Away,Jharkhand,8118,31836,615
Bangalore,INDIA,07-07-2016,Sport Wear,South,Fashion,Home Delivery,Karnataka,5166,43512,616
Kolkata,INDIA,27-08-2018,Sport Wear,North,Fashion,Take Away,West Bengal,1230,4536,617
Ludhiyana,INDIA,17-09-2018,Foot Wear,North,Fashion,Take Away,Punjab,1312,4620,618
Udaipur,INDIA,17-09-2018,Foot Wear,North,Fashion,Take Away,Rajasthan,5494,42420,619
Noida,INDIA,01-11-2016,Western Wear,North,Fashion,Take Away,Uttar Pradesh,984,9408,620
Kolkata,INDIA,12-11-2018,Ethnic Wear,North,Fashion,Take Away,West Bengal,3198,9660,621
Gurgaon,INDIA,12-11-2018,Sport Wear,North,Fashion,Take Away,Haryana,6806,7308,622
Jamshedpur,INDIA,06-06-2017,Ethnic Wear,North,Fashion,Home Delivery,Jharkhand,0,7140,623
Vizak,INDIA,02-12-2016,Ethnic Wear,South,Fashion,Home Delivery,Telagana,410,43008,624
Vizak,INDIA,22-06-2016,Accessories,South,Fashion,Take Away,Telagana,2214,7896,625
Chennai,INDIA,18-01-2015,Sport Wear,South,Fashion,Take Away,Tamil Nadu,902,2184,626
Ananthpur,INDIA,25-07-2016,Sleep Wear,South,Fashion,Home Delivery,Andra Pradesh,3034,14028,627
Kolkata,INDIA,25-07-2016,Western Wear,North,Fashion,Take Away,West Bengal,1722,4032,628
Udaipur,INDIA,25-07-2016,Western Wear,North,Fashion,Take Away,Rajasthan,4264,10920,629
Noida,INDIA,25-07-2016,Ethnic Wear,North,Fashion,Take Away,Uttar Pradesh,1886,4200,630
Ananthpur,INDIA,25-07-2016,Ethnic Wear,South,Fashion,Take Away,Andra Pradesh,492,2772,631
Bubneshwar,INDIA,30-04-2018,Sleep Wear,Central,Fashion,Home Delivery,Orissa,164,3780,632
Ananthpur,INDIA,30-04-2018,Ethnic Wear,South,Fashion,Take Away,Andra Pradesh,1394,3696,633
Ananthpur,INDIA,30-04-2018,Accessories,South,Fashion,Take Away,Andra Pradesh,1230,2268,634
Pune,INDIA,30-04-2018,Ethnic Wear,Central,Fashion,Take Away,Maharastra,10168,12012,635
Dibrugarh,INDIA,28-08-2016,Sport Wear,North,Fashion,Take Away,Assam,410,4116,636
Vizak,INDIA,27-09-2018,Sport Wear,South,Fashion,Take Away,Telagana,5084,13272,637
Chennai,INDIA,25-02-2018,Sport Wear,South,Fashion,Take Away,Tamil Nadu,9020,19656,638
Udaipur,INDIA,25-02-2018,Foot Wear,North,Fashion,Take Away,Rajasthan,7134,56448,639
Noida,INDIA,21-05-2017,Western Wear,North,Fashion,Take Away,Uttar Pradesh,1804,4116,640
Chennai,INDIA,27-06-2016,Sleep Wear,South,Fashion,Take Away,Tamil Nadu,4428,10500,641
Ludhiyana,INDIA,27-06-2016,Ethnic Wear,North,Fashion,Take Away,Punjab,82,1512,642
Ludhiyana,INDIA,09-12-2017,Sleep Wear,North,Fashion,Home Delivery,Punjab,2870,29148,643
Bubneshwar,INDIA,12-10-2017,Western Wear,Central,Fashion,Take Away,Orissa,902,1512,644
Pune,INDIA,21-12-2016,Sleep Wear,Central,Fashion,Home Delivery,Maharastra,10906,124152,645
Ludhiyana,INDIA,16-12-2015,Accessories,North,Fashion,Home Delivery,Punjab,4592,9492,646
Chennai,INDIA,04-11-2015,Foot Wear,South,Fashion,Take Away,Tamil Nadu,164,1344,647
Bangalore,INDIA,12-02-2018,Sleep Wear,South,Fashion,Take Away,Karnataka,1230,30996,648
Vizak,INDIA,31-03-2017,Ethnic Wear,South,Fashion,Take Away,Telagana,0,29904,649
Vizak,INDIA,04-03-2015,Sport Wear,South,Fashion,Take Away,Telagana,2378,4872,650
Bubneshwar,INDIA,07-04-2016,Sleep Wear,Central,Fashion,Take Away,Orissa,574,2688,651
Ludhiyana,INDIA,11-01-2016,Western Wear,North,Fashion,Take Away,Punjab,164,6636,652
Tirupati,INDIA,08-08-2017,Sleep Wear,South,Fashion,Take Away,Andra Pradesh,12874,28056,653
Pune,INDIA,08-08-2017,Accessories,Central,Fashion,Take Away,Maharastra,164,8736,654
Kolkata,INDIA,08-08-2017,Foot Wear,North,Fashion,Take Away,West Bengal,2050,37128,655
Kolkata,INDIA,29-03-2017,Western Wear,North,Fashion,Take Away,West Bengal,12136,34608,656
Ludhiyana,INDIA,02-07-2016,Western Wear,North,Fashion,Take Away,Punjab,14842,89208,657
Udaipur,INDIA,02-07-2016,Accessories,North,Fashion,Take Away,Rajasthan,2050,19320,658
Ludhiyana,INDIA,02-07-2016,Ethnic Wear,North,Fashion,Take Away,Punjab,6888,31920,659
Pune,INDIA,02-07-2016,Western Wear,Central,Fashion,Take Away,Maharastra,2460,13272,660
Dibrugarh,INDIA,02-07-2016,Ethnic Wear,North,Fashion,Take Away,Assam,26240,59808,661
Jamshedpur,INDIA,03-02-2018,Foot Wear,North,Fashion,Home Delivery,Jharkhand,1312,4200,662
Ludhiyana,INDIA,03-02-2018,Foot Wear,North,Fashion,Take Away,Punjab,902,1848,663
Bubneshwar,INDIA,01-05-2018,Sport Wear,Central,Fashion,Home Delivery,Orissa,164,1344,664
Udaipur,INDIA,01-05-2018,Ethnic Wear,North,Fashion,Take Away,Rajasthan,1886,5964,665
Rewari,INDIA,22-08-2016,Ethnic Wear,North,Fashion,Take Away,Haryana,3444,7308,666
Ludhiyana,INDIA,22-08-2016,Ethnic Wear,North,Fashion,Take Away,Punjab,5002,15036,667
Noida,INDIA,23-03-2016,Sleep Wear,North,Fashion,Take Away,Uttar Pradesh,3198,20328,668
Udaipur,INDIA,08-03-2016,Sport Wear,North,Fashion,Take Away,Rajasthan,36900,107940,669
Tirupati,INDIA,17-05-2017,Western Wear,South,Fashion,Take Away,Andra Pradesh,492,1260,670
Mangalore,INDIA,17-05-2017,Foot Wear,South,Fashion,Take Away,Karnataka,410,3612,671
Noida,INDIA,21-02-2015,Foot Wear,North,Fashion,Take Away,Uttar Pradesh,656,2688,672
Tirupati,INDIA,21-02-2015,Sleep Wear,South,Fashion,Take Away,Andra Pradesh,492,1764,673
Chennai,INDIA,21-09-2015,Sleep Wear,South,Fashion,Home Delivery,Tamil Nadu,574,12768,674
Kolkata,INDIA,05-06-2016,Ethnic Wear,North,Fashion,Take Away,West Bengal,3444,8232,675
Tirupati,INDIA,25-08-2017,Sport Wear,South,Fashion,Take Away,Andra Pradesh,492,1848,676
Bubneshwar,INDIA,25-08-2017,Western Wear,Central,Fashion,Home Delivery,Orissa,492,2352,677
Jamshedpur,INDIA,25-08-2017,Ethnic Wear,North,Fashion,Home Delivery,Jharkhand,2296,13356,678
Mangalore,INDIA,27-08-2017,Ethnic Wear,South,Fashion,Take Away,Karnataka,574,10332,679
